property_id,date_id,owner_id,features_id,location_id,lastSalePrice,propertyTaxes,taxAssessments
368,282,324,5,463,0.0,"{""2023"": {""year"": 2023, ""total"": 575}}","{""2023"": {""year"": 2023, ""value"": 44800, ""land"": 44800}}"
369,283,325,325,464,0.0,"{""2023"": {""year"": 2023, ""total"": 4300}, ""2024"": {""year"": 2024, ""total"": 4444}}","{""2023"": {""year"": 2023, ""value"": 667646}, ""2024"": {""year"": 2024, ""value"": 667646}}"
370,284,326,326,465,167000.0,"{""2020"": {""year"": 2020, ""total"": 926}, ""2021"": {""year"": 2021, ""total"": 1029}, ""2022"": {""year"": 2022, ""total"": 926}, ""2023"": {""year"": 2023, ""total"": 942}}","{""2021"": {""year"": 2021, ""value"": 15387}, ""2022"": {""year"": 2022, ""value"": 16745, ""land"": 4157, ""improvements"": 12588}, ""2023"": {""year"": 2023, ""value"": 22467, ""land"": 4156, ""improvements"": 18311}, ""2024"": {""year"": 2024, ""value"": 31140, ""land"": 10807, ""improvements"": 20333}}"
371,285,327,327,466,185000.0,"{""2023"": {""year"": 2023, ""total"": 8043}}","{""2023"": {""year"": 2023, ""value"": 636300, ""land"": 385300, ""improvements"": 251000}}"
372,286,328,328,467,0.0,"{""2022"": {""year"": 2022, ""total"": 566}}","{""2022"": {""year"": 2022, ""value"": 25590, ""land"": 1210, ""improvements"": 24380}, ""2023"": {""year"": 2023, ""value"": 26060, ""land"": 1680, ""improvements"": 24380}}"
373,287,329,329,468,0.0,"{""2019"": {""year"": 2019, ""total"": 2222}, ""2022"": {""year"": 2022, ""total"": 2367}, ""2023"": {""year"": 2023, ""total"": 1203}}","{""2019"": {""year"": 2019, ""value"": 222356, ""land"": 40000, ""improvements"": 182356}, ""2022"": {""year"": 2022, ""value"": 298879, ""land"": 40000, ""improvements"": 258879}, ""2023"": {""year"": 2023, ""value"": 323640, ""land"": 55000, ""improvements"": 268640}, ""2024"": {""year"": 2024, ""value"": 341561, ""land"": 55000, ""improvements"": 286561}}"
374,288,330,330,469,140000.0,"{""2019"": {""year"": 2019, ""total"": 786}, ""2021"": {""year"": 2021, ""total"": 2942}, ""2022"": {""year"": 2022, ""total"": 2991}, ""2023"": {""year"": 2023, ""total"": 3805}}","{""2019"": {""year"": 2019, ""value"": 45760, ""land"": 13280, ""improvements"": 32480}, ""2020"": {""year"": 2020, ""value"": 46560, ""land"": 13520, ""improvements"": 33040}, ""2021"": {""year"": 2021, ""value"": 61200, ""land"": 9880, ""improvements"": 51320}, ""2022"": {""year"": 2022, ""value"": 72240, ""land"": 11400, ""improvements"": 60840}, ""2023"": {""year"": 2023, ""value"": 91920, ""land"": 13080, ""improvements"": 78840}}"
375,2,331,331,470,0.0,"{""2020"": {""year"": 2020, ""total"": 2864}}","{""2020"": {""year"": 2020, ""value"": 77000, ""land"": 21900, ""improvements"": 55100}}"
376,289,332,332,471,0.0,"{""2020"": {""year"": 2020, ""total"": 3166}, ""2021"": {""year"": 2021, ""total"": 3481}, ""2022"": {""year"": 2022, ""total"": 4323}, ""2023"": {""year"": 2023, ""total"": 4417}}","{""2021"": {""year"": 2021, ""value"": 292200, ""land"": 48000, ""improvements"": 244200}, ""2022"": {""year"": 2022, ""value"": 361000, ""land"": 48000, ""improvements"": 313000}, ""2023"": {""year"": 2023, ""value"": 385000, ""land"": 48000, ""improvements"": 337000}}"
16,2,5,15,472,0.0,NaN,NaN
16,2,5,15,473,0.0,NaN,NaN
377,290,333,333,474,230000.0,"{""2022"": {""year"": 2022, ""total"": 6002}, ""2024"": {""year"": 2024, ""total"": 6588}}","{""2022"": {""year"": 2022, ""value"": 474700, ""land"": 256700, ""improvements"": 218000}, ""2024"": {""year"": 2024, ""value"": 553900, ""land"": 305600, ""improvements"": 248300}}"
378,291,334,334,475,38000.0,"{""2022"": {""year"": 2022, ""total"": 1324}}","{""2022"": {""year"": 2022, ""value"": 97800, ""land"": 34000, ""improvements"": 63800}}"
379,292,335,335,476,0.0,"{""2022"": {""year"": 2022, ""total"": 3991}, ""2023"": {""year"": 2023, ""total"": 3413}}","{""2022"": {""year"": 2022, ""value"": 251890, ""land"": 150000, ""improvements"": 101890}, ""2023"": {""year"": 2023, ""value"": 302760, ""land"": 150000, ""improvements"": 152760}}"
380,2,5,44,477,0.0,NaN,NaN
381,293,336,336,478,0.0,"{""2019"": {""year"": 2019, ""total"": 15374}, ""2022"": {""year"": 2022, ""total"": 16739}, ""2023"": {""year"": 2023, ""total"": 16113}}","{""2019"": {""year"": 2019, ""value"": 790000, ""land"": 165205, ""improvements"": 624795}, ""2023"": {""year"": 2023, ""value"": 1314000, ""land"": 238286, ""improvements"": 1075714}, ""2024"": {""year"": 2024, ""value"": 1153800, ""land"": 238286, ""improvements"": 1075714}}"
382,294,337,337,479,259900.0,"{""2023"": {""year"": 2023, ""total"": 2892}}","{""2021"": {""year"": 2021, ""value"": 366200, ""land"": 70000, ""improvements"": 296200}, ""2022"": {""year"": 2022, ""value"": 408510, ""land"": 70000, ""improvements"": 338510}, ""2023"": {""year"": 2023, ""value"": 507240, ""land"": 70000, ""improvements"": 437240}}"
16,2,5,15,480,0.0,NaN,NaN
383,295,338,338,481,0.0,"{""2021"": {""year"": 2021, ""total"": 4224}, ""2022"": {""year"": 2022, ""total"": 5240}, ""2023"": {""year"": 2023, ""total"": 5240}}","{""2021"": {""year"": 2021, ""value"": 181243, ""land"": 22850, ""improvements"": 158393}, ""2022"": {""year"": 2022, ""value"": 229189, ""land"": 22850, ""improvements"": 206339}, ""2023"": {""year"": 2023, ""value"": 260073, ""land"": 34274, ""improvements"": 225799}, ""2024"": {""year"": 2024, ""value"": 260073, ""land"": 41891, ""improvements"": 218182}}"
384,2,339,339,482,0.0,"{""2023"": {""year"": 2023, ""total"": 1069}}","{""2023"": {""year"": 2023, ""value"": 111100, ""land"": 10000, ""improvements"": 101100}}"
385,2,5,44,483,0.0,NaN,NaN
386,2,5,44,484,0.0,NaN,NaN
387,296,340,26,485,0.0,"{""2022"": {""year"": 2022, ""total"": 435}, ""2023"": {""year"": 2023, ""total"": 387}}","{""2022"": {""year"": 2022, ""value"": 22209, ""land"": 22209}, ""2023"": {""year"": 2023, ""value"": 22209, ""land"": 22209}}"
388,297,341,340,486,0.0,"{""2019"": {""year"": 2019, ""total"": 3610}, ""2022"": {""year"": 2022, ""total"": 7148}}","{""2018"": {""year"": 2018, ""value"": 227040, ""land"": 44870, ""improvements"": 182170}, ""2022"": {""year"": 2022, ""value"": 364650, ""land"": 107090, ""improvements"": 257560}, ""2023"": {""year"": 2023, ""value"": 406560, ""land"": 117750, ""improvements"": 288810}}"
389,298,342,341,487,299933.0,"{""2021"": {""year"": 2021, ""total"": 9896}}","{""2022"": {""year"": 2022, ""value"": 293900, ""land"": 84200, ""improvements"": 209700}}"
390,299,343,342,488,250000.0,"{""2021"": {""year"": 2021, ""total"": 3075}}","{""2022"": {""year"": 2022, ""value"": 388800, ""land"": 70000, ""improvements"": 318800}, ""2024"": {""year"": 2024, ""value"": 417500, ""land"": 70000, ""improvements"": 347500}}"
391,300,344,343,489,950000.0,"{""2021"": {""year"": 2021, ""total"": 3159}, ""2022"": {""year"": 2022, ""total"": 3166}, ""2023"": {""year"": 2023, ""total"": 3166}}","{""2021"": {""year"": 2021, ""value"": 506100, ""land"": 86000, ""improvements"": 420100}, ""2022"": {""year"": 2022, ""value"": 506100, ""land"": 86000, ""improvements"": 420100}, ""2023"": {""year"": 2023, ""value"": 506100, ""land"": 86000, ""improvements"": 420100}}"
5,2,5,5,490,0.0,NaN,NaN
392,2,5,45,491,0.0,NaN,NaN
393,2,345,344,492,0.0,"{""2019"": {""year"": 2019, ""total"": 3052}, ""2020"": {""year"": 2020, ""total"": 3052}}","{""2019"": {""year"": 2019, ""value"": 143950}}"
394,301,346,345,493,0.0,"{""2021"": {""year"": 2021, ""total"": 4381}, ""2022"": {""year"": 2022, ""total"": 4446}, ""2023"": {""year"": 2023, ""total"": 9024}}","{""2021"": {""year"": 2021, ""value"": 290438, ""land"": 50000, ""improvements"": 240438}, ""2022"": {""year"": 2022, ""value"": 351340, ""land"": 50000, ""improvements"": 301340}, ""2023"": {""year"": 2023, ""value"": 383400, ""land"": 50000, ""improvements"": 333400}}"
395,2,5,298,494,0.0,NaN,NaN
396,2,347,346,495,0.0,"{""2019"": {""year"": 2019, ""total"": 4018}, ""2022"": {""year"": 2022, ""total"": 4844}, ""2023"": {""year"": 2023, ""total"": 4896}}","{""2019"": {""year"": 2019, ""value"": 135400, ""land"": 21900, ""improvements"": 113500}, ""2022"": {""year"": 2022, ""value"": 135400, ""land"": 21900, ""improvements"": 113500}, ""2023"": {""year"": 2023, ""value"": 135400, ""land"": 21900, ""improvements"": 113500}}"
397,302,348,347,496,117500.0,"{""2022"": {""year"": 2022, ""total"": 2240}}","{""2022"": {""year"": 2022, ""value"": 192500}}"
398,2,349,348,497,0.0,"{""2023"": {""year"": 2023, ""total"": 6946}}","{""2024"": {""year"": 2024, ""value"": 254520, ""land"": 96410, ""improvements"": 158110}}"
399,303,350,349,498,0.0,"{""2018"": {""year"": 2018, ""total"": 5483}, ""2019"": {""year"": 2019, ""total"": 5155}, ""2022"": {""year"": 2022, ""total"": 5309}}","{""2020"": {""year"": 2020, ""value"": 262720, ""land"": 30020, ""improvements"": 232700}, ""2022"": {""year"": 2022, ""value"": 324100, ""land"": 36030, ""improvements"": 288070}, ""2023"": {""year"": 2023, ""value"": 355750, ""land"": 40530, ""improvements"": 315220}}"
16,2,5,15,499,0.0,NaN,NaN
400,304,5,26,500,80312.0,NaN,NaN
